cd_pleito,nu_processo_sei,nm_pleito,sg_pleito,nm_proponente,de_tipo_operacao,de_fase,de_fonte,sg_fonte,nm_moeda,vl_financiamento_dolar,vl_contrapartida_dolar,de_esfera,nm_regiao,nm_uf,sg_uf,dt_ultimo_recebimento,dt_primeira_cofiex,dt_validade_recomendacao,dt_reuniao_negociacao,dt_publicacao_dou,dt_assinatura,dt_ultimo_desembolso_original,dt_ultimo_desembolso_vigente,nu_operacao,de_tipo_operacao_padronizado,de_fase_padronizado,de_esfera_padronizado,nm_regiao_padronizado,sg_uf_padronizado,sg_fonte_padronizado,flag_sem_fonte,flag_sem_financiamento,flag_sem_contrapartida,flag_sem_primeira_cofiex,flag_sem_assinatura,dt_ultimo_recebimento_original,dt_primeira_cofiex_original,dt_validade_recomendacao_original,dt_reuniao_negociacao_original,dt_publicacao_dou_original,dt_assinatura_original,dt_ultimo_desembolso_original_original,dt_ultimo_desembolso_vigente_original,flag_data_extrema,flag_financiamento_nulo_zero,flag_contrapartida_maior_financiamento,flag_outlier_financeiro,nm_moeda_padronizado,de_fonte_padronizado,flag_recebimento_placeholder,flag_data_sentinela,ano_recebimento,ano_primeira_cofiex,ano_assinatura,valor_total_dolar,percentual_contrapartida,prazo_recebimento_cofiex,prazo_cofiex_assinatura,prazo_assinatura_desembolso,flag_valor_negativo,flag_financiamento_zero,flag_contrapartida_zero,flag_cronologia_invalida,flag_cd_pleito_repetido,qtd_ocorrencias_cd_pleito,flag_nu_operacao_repetida
59232,,Preparação do 2° Empréstimo de Reforma Programática para a Sustentabilidade Ambiental,Doação 2º PRL Ambiental,Ministério do Meio Ambiente - MMA,Doações,Finalizada,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/PHRD - Japan Policy and Human Resources Development Fund,WB-JG,Dólar,600000.0,,Federal,Nacional,Distrito Federal,DF,2005-10-21,2005-11-24,,,2005-12-01,2006-07-03,2007-03-31,2009-01-31,TF055401,Doações,Finalizada,Federal,Nacional,DF,WB-JG,False,False,True,False,False,2005-10-21,2005-11-24,,,2005-12-01,2006-07-03,2007-03-31,2009-01-31,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD/PHRD - Japan Policy and Human Resources Development Fund,False,False,2005.0,2005.0,2006.0,600000.0,0.0,34.0,221.0,943.0,False,False,False,False,False,1,False
59233,,Programa Integrado de Desenvolvimento Urbano e Inclusão Social de Campina Grande,CAMPINA GRANDE VIVA,Município de Campina Grande - PB,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,18000000.0,12000000.0,Municipal,Nordeste,Paraíba,PB,2005-10-26,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Nordeste,PB,BID,False,False,False,True,True,2005-10-26,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,,,30000000.0,0.4,,,,False,False,False,False,False,1,False
59234,,"Programa de Desenvolvimento Urbano, Social e Ambiental do Município de Ipatinga",IPATINGA + HUMANA,Município de Ipatinga - MG,Operação de crédito externo,Arquivado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,19250000.0,19250000.0,Municipal,Sudeste,Minas Gerais,MG,2005-11-01,2006-09-25,,2008-01-30,2006-09-25,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,MG,FONPLATA,False,False,False,False,True,2005-11-01,2006-09-25,,2008-01-30,2006-09-25,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2005.0,2006.0,,38500000.0,0.5,328.0,,,False,False,False,False,False,1,False
59235,,Programa de Desenvolvimento Sócio-Econômico Sustentável de Toledo - 1ª Fase,MUN. DA GENTE - TOLEDO,Município de Toledo - PR,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,7333700.0,6667000.0,Municipal,Sul,Paraná,PR,2005-11-03,2006-06-08,,2008-01-23,2006-06-08,2008-07-23,2012-07-23,2012-07-23,1961/OC-BR,Operação de crédito externo,Repagamento,Municipal,Sul,PR,BID,False,False,False,False,False,2005-11-03,2006-06-08,,2008-01-23,2006-06-08,2008-07-23,2012-07-23,2012-07-23,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,2008.0,14000700.0,0.4761904761904761,217.0,776.0,1461.0,False,False,False,False,False,1,False
59236,03400.001347/2012-05,Programa Integrado de Desenvolvimento Urbano e Inclusão Social de Aracaju - 1ª Fase,ARACAJU PARA TODOS,Município de Aracaju - SE,Operação de crédito externo,Repagamento,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,30250000.0,30250000.0,Municipal,Nordeste,Sergipe,SE,2005-11-10,2006-06-06,2010-06-06,2009-11-03,2006-06-06,2011-07-22,2015-07-22,2018-01-22,2258/OC-BR,Operação de crédito externo,Repagamento,Municipal,Nordeste,SE,BID,False,False,False,False,False,2005-11-10,2006-06-06,2010-06-06,2009-11-03,2006-06-06,2011-07-22,2015-07-22,2018-01-22,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,2011.0,60500000.0,0.5,208.0,1872.0,2376.0,False,False,False,False,False,1,False
59237,,Programa de Preservação do Patrimônio Cultural Urbano Nacional - MONUMENTA II - 2ª Fase,MONUMENTA II - 2ª Fase__,República Federativa do Brasil,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,40000000.0,60000000.0,Federal,Nacional,Distrito Federal,DF,2008-11-05,,,,,,,,,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BID,False,False,False,True,True,2008-11-05,,,,,,,,False,False,True,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2008.0,,,100000000.0,0.6,,,,False,False,False,False,False,1,False
59238,,Programa de Integração Regional do Estado de Santa Catarina,PIR-SC,Estado de Santa Catarina,Operação de crédito externo,Finalizada,Corporação Andina de Fomento - CAF,CAF,Dólar,32558000.0,21820000.0,Estadual,Sul,Santa Catarina,SC,2005-11-11,2006-04-28,2010-06-06,2009-11-26,2006-06-06,2010-08-31,2014-08-31,2014-08-31,CFX1432,Operação de crédito externo,Finalizada,Estadual,Sul,SC,CAF,False,False,False,False,False,2005-11-11,2006-04-28,2010-06-06,2009-11-26,2006-06-06,2010-08-31,2014-08-31,2014-08-31,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2005.0,2006.0,2010.0,54378000.0,0.4012652175512156,168.0,1586.0,1461.0,False,False,False,False,False,1,False
59239,,Projeto para a Central de Recursos em Comunidade de Rede,Doação USTDA,República Federativa do Brasil,Doações,Arquivado,USTA/USA,USTA/USA,Dólar,334000.0,,Federal,Nacional,Distrito Federal,DF,2005-11-11,2005-11-11,,,2005-11-16,,,,,Doações,Arquivado,Federal,Nacional,DF,USTA/USA,False,False,True,False,True,2005-11-11,2005-11-11,,,2005-11-16,,,,False,False,False,False,Dólar,USTA/USA,False,False,2005.0,2005.0,,334000.0,0.0,0.0,,,False,False,False,False,False,1,False
59240,,Projeto de Gerenciamento da Malha Rodoviária do Estado de Goiás - 2º Fase,,Estado de Goiás,Operação de crédito externo,Arquivado,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,0.0,,Estadual,Centro-Oeste,Goiás,GO,2005-11-14,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Centro-Oeste,GO,BIRD,False,False,True,True,True,2005-11-14,,,,,,,,False,True,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,,,0.0,,,,,False,True,False,False,False,1,False
59241,,Programa de Infraestrutura e Saneamento Básico em Áreas de Expansão Urbana - Distrito Federal,ADEs - PRÓ-CIDADE-DF,Distrito Federal,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,50000000.0,21430000.0,Estadual,Centro-Oeste,Distrito Federal,DF,2005-11-16,2006-05-05,2010-06-06,,2006-06-06,,,,,Operação de crédito externo,Arquivado,Estadual,Centro-Oeste,DF,BID,False,False,False,False,True,2005-11-16,2006-05-05,2010-06-06,,2006-06-06,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,,71430000.0,0.3000139997200056,170.0,,,False,False,False,False,False,1,False
59242,,Projeto de Implantação de Pontes Definitivas de Mato Grosso,Pontes MT II,Estado de Mato Grosso,Operação de crédito externo,Arquivado,,,,,2444000.0,Estadual,Centro-Oeste,Mato Grosso,MT,2005-11-17,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Centro-Oeste,MT,NAO_INFORMADO,True,True,False,True,True,2005-11-17,,,,,,,,False,True,False,False,Não informado,Não informado,False,False,2005.0,,,2444000.0,1.0,,,,False,False,False,False,False,1,False
59243,,Programa de Implantação do Sistema de Esgotamento Sanitário de SINOP,PRÓ-SANEAMENTO,Município de Sinop - MT,Operação de crédito externo,Arquivado,Corporação Andina de Fomento - CAF,CAF,Dólar,16500000.0,7095000.0,Municipal,Centro-Oeste,Mato Grosso,MT,2005-11-21,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Centro-Oeste,MT,CAF,False,False,False,True,True,2005-11-21,,,,,,,,False,False,False,False,Dólar,Corporação Andina de Fomento - CAF,False,False,2005.0,,,23595000.0,0.3006993006993007,,,,False,False,False,False,False,1,False
59244,,Projeto de Melhoria e Expansão da Infra-Estrutura Viária de Chapecó,CHAPECÓ,Município de Chapecó - SC,Operação de crédito externo,Repagamento,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,14750000.0,14750000.0,Municipal,Sul,Santa Catarina,SC,2005-11-21,2007-05-18,2009-06-06,2007-11-20,2007-06-06,2008-06-10,2013-06-10,2015-12-10,BR-13/2007,Operação de crédito externo,Repagamento,Municipal,Sul,SC,FONPLATA,False,False,False,False,False,2005-11-21,2007-05-18,2009-06-06,2007-11-20,2007-06-06,2008-06-10,2013-06-10,2015-12-10,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2005.0,2007.0,2008.0,29500000.0,0.5,543.0,389.0,2739.0,False,False,False,False,False,1,False
59245,,Programa de Prevenção e Controle de Doenças e Agravos Ocasionados pelo Manejo Inadequado de Àguas Pluviais Urbanas em Cidades das Regiões Metropolitanas,PROGRAMA SAÚDE AMBIENTAL,República Federativa do Brasil,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,240000000.0,80000000.0,Federal,Nacional,Distrito Federal,DF,2005-11-23,,,,,,,,,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BID,False,False,False,True,True,2005-11-23,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,,,320000000.0,0.25,,,,False,False,False,False,False,1,False
59246,,Market Transformation for Energy Efficiency in Buildings,Chillers,República Federativa do Brasil,Contribuição Financeira não Reembolsável GEF,Finalizada,,,,,64825000.0,Federal,Nacional,Distrito Federal,DF,2005-11-24,,,,,2010-03-01,2016-12-31,2016-12-31,BRA/09/G31,Contribuição financeira não reembolsável,Finalizada,Federal,Nacional,DF,NAO_INFORMADO,True,True,False,True,False,2005-11-24,,,,,2010-03-01,2016-12-31,2016-12-31,False,True,False,False,Não informado,Não informado,False,False,2005.0,,2010.0,64825000.0,1.0,,,2497.0,False,False,False,False,False,1,False
59247,,Rede Virtual de Informação sobre a Biodiversidade Brasileira - Nota Conceitual,REDE VIRTUAL,República Federativa do Brasil,Contribuição Financeira não Reembolsável GEF,Arquivado,GEF/Banco Internacional para Reconstrução e Desenvolvimento - BIRD,GEF/BIRD,Dólar,12800000.0,51972000.0,Federal,Nacional,Distrito Federal,DF,2005-11-24,,,,,,,,,Contribuição financeira não reembolsável,Arquivado,Federal,Nacional,DF,GEF/BIRD,False,False,False,True,True,2005-11-24,,,,,,,,False,False,True,False,Dólar,GEF/Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,,,64772000.0,0.8023837460631137,,,,False,False,False,False,False,1,False
59248,,Operação Comercial da Marinha do Brasil com BNP-PARIBAS,Marinha BNP,República Federativa do Brasil,Operação Comercial,Arquivado,Banco Nacional de Paris - BNP,BNP,Dólar,500000000.0,,Federal,Nacional,Distrito Federal,DF,2006-02-01,,,,,,,,,Operação Comercial,Arquivado,Federal,Nacional,DF,BNP,False,False,True,True,True,2006-02-01,,,,,,,,False,False,False,False,Dólar,Banco Nacional de Paris - BNP,False,False,2006.0,,,500000000.0,0.0,,,,False,False,False,False,False,1,False
59249,,Programa Nacional do Meio Ambiente II - Fase II - 1ª Etapa,PNMA II - Fase II - 1ª Etapa,República Federativa do Brasil,Operação de crédito externo,Repagamento,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,BIRD,Dólar,24300000.0,10400500.0,Federal,Nacional,Distrito Federal,DF,2005-11-29,2006-05-05,2010-06-06,2009-08-14,2006-06-06,2009-12-22,2014-12-31,2016-06-30,77820/IBRD,Operação de crédito externo,Repagamento,Federal,Nacional,DF,BIRD,False,False,False,False,False,2005-11-29,2006-05-05,2010-06-06,2009-08-14,2006-06-06,2009-12-22,2014-12-31,2016-06-30,False,False,False,False,Dólar,Banco Internacional para Reconstrução e Desenvolvimento - BIRD,False,False,2005.0,2006.0,2009.0,34700500.0,0.2997219060244088,157.0,1327.0,2382.0,False,False,False,False,False,1,False
59250,,Projeto Integrado de Desenvolvimento Urbano do Município da Serra-ES,SERRA-ES,Município da Serra - ES,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,22830000.0,22830000.0,Municipal,Sudeste,Espírito Santo,ES,2005-12-01,2006-12-07,2010-12-28,,2006-12-28,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,ES,BID,False,False,False,False,True,2005-12-01,2006-12-07,2010-12-28,,2006-12-28,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,2006.0,,45660000.0,0.5,371.0,,,False,False,False,False,False,1,False
59251,,Programa de Atuação Integrada para o Desenvolvimento de Teresina,Município de Teresina/PI,Município de Teresina - PI,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Real,18400000.0,7900000.0,Municipal,Nordeste,Piauí,PI,2005-12-16,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Nordeste,PI,BID,False,False,False,True,True,2005-12-16,,,,,,,,False,False,False,False,Real,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,,,26300000.0,0.3003802281368821,,,,False,False,False,False,False,1,False
59252,,Projeto de Melhoria e Expansão da Infra-Estrutura Urbana de Corumbá/MS,PROJETO CURUPAH,Município de Corumbá - MS,Operação de crédito externo,Arquivado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,3217000.0,3217000.0,Municipal,Centro-Oeste,Mato Grosso do Sul,MS,2005-12-16,2006-09-04,2010-06-06,2008-07-15,2006-09-25,,,,,Operação de crédito externo,Arquivado,Municipal,Centro-Oeste,MS,FONPLATA,False,False,False,False,True,2005-12-16,2006-09-04,2010-06-06,2008-07-15,2006-09-25,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2005.0,2006.0,,6434000.0,0.5,262.0,,,False,False,False,False,False,1,False
59253,,Projeto de Desenvolvimento Socioambiental de Três Lagoas - MS,Três Lagoas - MS,Município de Três Lagoas - MS,Operação de crédito externo,Arquivado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,3618000.0,2412000.0,Municipal,Centro-Oeste,Mato Grosso do Sul,MS,2005-12-16,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Centro-Oeste,MS,FONPLATA,False,False,False,True,True,2005-12-16,,,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2005.0,,,6030000.0,0.4,,,,False,False,False,False,False,1,False
59254,,Programa Integrado de Desenvolvimento Urbano e Inclusão Social de Sete Lagoas - MG,PRÓ-URBIS/SL,Município de Sete Lagoas - MG,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,14550000.0,14680000.0,Municipal,Sudeste,Minas Gerais,MG,2005-12-16,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,MG,BID,False,False,False,True,True,2005-12-16,,,,,,,,False,False,True,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2005.0,,,29230000.0,0.5022237427300719,,,,False,False,False,False,False,1,False
59255,,Importação de Equipamentos Técnico Científicos para Laboratórios de Pesquisa e Desenvolvimento na Área de Tecnologia e Pesquisa e na Área de Saúde do Setor Público Estadual,Equipamentos Sergipe,Estado de Sergipe,Operação de crédito externo,Arquivado,,,,,883000.0,Estadual,Nordeste,Sergipe,SE,2005-12-21,2006-12-07,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Nordeste,SE,NAO_INFORMADO,True,True,False,False,True,2005-12-21,2006-12-07,,,,,,,False,True,False,False,Não informado,Não informado,False,False,2005.0,2006.0,,883000.0,1.0,351.0,,,False,False,False,False,False,1,False
59256,,Projeto de Ampliação de Capacidade e Melhoramentos da Rodovia BR 101-Florianópolis-Osório,PROJETO FLORIANÓPOLIS - OSÓRIO,República Federativa do Brasil,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,100000000.0,1190000000.0,Federal,Nacional,Distrito Federal,DF,2006-07-13,2007-05-18,,2008-07-23,2007-06-06,,,,2011,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BID,False,False,False,False,True,2006-07-13,2007-05-18,,2008-07-23,2007-06-06,,,,False,False,True,True,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2006.0,2007.0,,1290000000.0,0.9224806201550388,309.0,,,False,False,False,False,False,1,False
59257,,Programa KfW para Pequenas Centrais Hidrelétricas,PROGRAMA KFW - PCH,Banco Nacional de Desenvolvimento Econômico e Social - BNDES,Operação de crédito externo,Repagamento,KfW Entwicklungsbank,KfW,Euro,68359200.0,32865000.0,Federal,Sudeste,Rio de Janeiro,RJ,2006-07-13,2006-12-07,,2009-08-24,2006-12-28,2010-12-10,2011-11-30,2011-11-30,00,Operação de crédito externo,Repagamento,Federal,Sudeste,RJ,KFW,False,False,False,False,False,2006-07-13,2006-12-07,,2009-08-24,2006-12-28,2010-12-10,2011-11-30,2011-11-30,False,False,False,False,Euro,KfW Entwicklungsbank,False,False,2006.0,2006.0,2010.0,101224200.0,0.3246753246753247,147.0,1464.0,355.0,False,False,False,False,False,1,True
59258,,Fazendo Mais para Você - Santa Rosa - RS,FAZENDO MAIS PARA VOCÊ -SANTA ROSA,Município de Santa Rosa - RS,Operação de crédito externo,Arquivado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,7910000.0,5270000.0,Municipal,Sul,Rio Grande do Sul,RS,2006-07-26,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Sul,RS,FONPLATA,False,False,False,True,True,2006-07-26,,,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2006.0,,,13180000.0,0.3998482549317147,,,,False,False,False,False,False,1,False
59259,,Projeto de Desenvolvimento Urbano e Ambiental do Município de São Sebastião - PROJETO ACONTECE,PROJETO ACONTECE,Município de São Sebastião - SP,Operação de crédito externo,Arquivado,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,FONPLATA,Dólar,24000000.0,16000000.0,Municipal,Sudeste,São Paulo,SP,2006-08-01,,,,,,,,,Operação de crédito externo,Arquivado,Municipal,Sudeste,SP,FONPLATA,False,False,False,True,True,2006-08-01,,,,,,,,False,False,False,False,Dólar,Fundo Financeiro para o Desenvolvimento da Bacia do Prata - FONPLATA,False,False,2006.0,,,40000000.0,0.4,,,,False,False,False,False,False,1,False
59260,,Programa de Expansão da Educação Profissional - Etapa II - (Fase 2),PROEP II- FASE 2,República Federativa do Brasil,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,75000000.0,112500000.0,Federal,Nacional,Distrito Federal,DF,2006-08-02,2007-04-19,,,2007-04-23,,,,,Operação de crédito externo,Arquivado,Federal,Nacional,DF,BID,False,False,False,False,True,2006-08-02,2007-04-19,,,2007-04-23,,,,False,False,True,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2006.0,2007.0,,187500000.0,0.6,260.0,,,False,False,False,False,False,1,False
59261,,Doação - Levantamento de Bens Patrimoniais do Estado e Realização de Estudos para Implementação e Instituição do Fundo Garantidor das Parcerias Público-Privadas em Mato Grosso Sul,Doação Levantamento Patrimonial,Estado de Mato Grosso do Sul,Doações,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,1500000.0,300000.0,Estadual,Centro-Oeste,Mato Grosso do Sul,MS,2008-10-10,2009-03-19,2011-03-20,,2009-03-20,,,,,Doações,Arquivado,Estadual,Centro-Oeste,MS,BID,False,False,False,False,True,2008-10-10,2009-03-19,2011-03-20,,2009-03-20,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2008.0,2009.0,,1800000.0,0.1666666666666666,160.0,,,False,False,False,False,False,1,False
59262,,Doação - Programa Estadual de Eficiência Energética,Doação Eficiência Energética-MS,Estado de Mato Grosso do Sul,Doações,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,990000.0,110000.0,Estadual,Centro-Oeste,Mato Grosso do Sul,MS,2008-10-10,2009-01-29,,,2009-01-30,,,,,Doações,Arquivado,Estadual,Centro-Oeste,MS,BID,False,False,False,False,True,2008-10-10,2009-01-29,,,2009-01-30,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2008.0,2009.0,,1100000.0,0.1,111.0,,,False,False,False,False,False,1,False
59263,,Programa Nacional de Desenvolvimento do Turismo no Estado de Alagoas,PRODETUR NACIONAL - AL,Estado de Alagoas,Operação de crédito externo,Arquivado,Banco Interamericano de Desenvolvimento - BID,BID,Dólar,45000000.0,30000000.0,Estadual,Nordeste,Alagoas,AL,2008-10-14,,,,,,,,,Operação de crédito externo,Arquivado,Estadual,Nordeste,AL,BID,False,False,False,True,True,2008-10-14,,,,,,,,False,False,False,False,Dólar,Banco Interamericano de Desenvolvimento - BID,False,False,2008.0,,,75000000.0,0.4,,,,False,False,False,False,False,1,False
